TIME,BIKE STANDS,AVAILABLE BIKE STANDS,AVAILABLE BIKES,BIKE USAGE
2018-08-01 20:00:01,3515,2193,1266,-0.0
2018-08-01 20:05:02,3515,2204,1255,11.0
2018-08-01 20:10:01,3515,2192,1267,0.0
2018-08-01 20:15:02,3515,2193,1266,1.0
2018-08-01 20:20:01,3515,2175,1284,0.0
2018-08-01 20:25:01,3515,2175,1284,-0.0
2018-08-01 20:30:02,3515,2178,1281,3.0
2018-08-01 20:35:02,3515,2159,1301,0.0
2018-08-01 20:40:01,3515,2172,1288,13.0
2018-08-01 20:45:02,3515,2184,1276,12.0
2018-08-01 20:50:03,3515,2186,1274,2.0
2018-08-01 20:55:01,3515,2165,1295,0.0
2018-08-01 21:00:02,3515,2171,1289,6.0
2018-08-01 21:05:02,3515,2165,1295,0.0
2018-08-01 21:10:02,3515,2166,1294,1.0
2018-08-01 21:15:02,3515,2161,1299,0.0
2018-08-01 21:20:02,3515,2172,1289,10.0
2018-08-01 21:25:01,3515,2174,1286,3.0
2018-08-01 21:30:02,3515,2167,1293,0.0
2018-08-01 21:35:02,3515,2171,1289,4.0
2018-08-01 21:40:03,3515,2172,1288,1.0
2018-08-01 21:45:02,3515,2171,1290,0.0
2018-08-01 21:50:01,3515,2167,1294,0.0
2018-08-01 21:55:02,3515,2164,1297,0.0
2018-08-01 22:00:02,3515,2156,1305,0.0
2018-08-01 22:05:02,3515,2147,1314,0.0
2018-08-01 22:10:02,3515,2134,1327,0.0
2018-08-01 22:15:03,3515,2134,1327,-0.0
2018-08-01 22:20:01,3515,2141,1320,7.0
2018-08-01 22:25:01,3515,2154,1306,14.0
2018-08-01 22:30:02,3515,2146,1314,0.0
2018-08-01 22:35:01,3515,2143,1317,0.0
2018-08-01 22:40:01,3515,2138,1322,0.0
2018-08-01 22:45:01,3515,2148,1313,9.0
2018-08-01 22:50:01,3515,2135,1326,0.0
2018-08-01 22:55:01,3515,2143,1318,8.0
2018-08-01 23:00:02,3515,2140,1321,0.0
2018-08-01 23:05:02,3515,2141,1320,1.0
2018-08-01 23:10:03,3515,2135,1326,0.0
2018-08-01 23:15:02,3515,2132,1329,0.0
2018-08-01 23:20:02,3515,2132,1329,-0.0
2018-08-01 23:25:02,3515,2129,1332,0.0
2018-08-01 23:30:02,3515,2135,1326,6.0
2018-08-01 23:35:02,3515,2141,1320,6.0
2018-08-01 23:40:02,3515,2131,1330,0.0
2018-08-01 23:45:02,3515,2125,1336,0.0
2018-08-01 23:50:02,3515,2121,1340,0.0
2018-08-01 23:55:02,3515,2120,1341,0.0
2018-08-02 00:00:01,3515,2119,1342,0.0
2018-08-02 00:05:02,3515,2118,1343,0.0
2018-08-02 00:10:02,3515,2116,1345,0.0
2018-08-02 00:15:02,3515,2116,1345,-0.0
2018-08-02 00:20:02,3515,2115,1346,0.0
2018-08-02 00:25:02,3515,2115,1346,-0.0
2018-08-02 00:30:02,3515,2115,1346,-0.0
2018-08-02 00:35:02,3515,2115,1346,-0.0
2018-08-02 00:40:02,3515,2114,1347,0.0
2018-08-02 00:45:02,3515,2114,1347,-0.0
2018-08-02 00:50:02,3515,2114,1347,-0.0
2018-08-02 00:55:02,3515,2114,1347,-0.0
2018-08-02 01:00:02,3515,2114,1347,-0.0
2018-08-02 01:05:02,3515,2114,1347,-0.0
2018-08-02 01:10:01,3515,2114,1347,-0.0
2018-08-02 01:15:03,3515,2114,1347,-0.0
2018-08-02 01:20:02,3515,2114,1347,-0.0
2018-08-02 01:25:01,3515,2114,1347,-0.0
2018-08-02 01:30:05,3515,2114,1347,-0.0
2018-08-02 01:35:01,3515,2114,1347,-0.0
2018-08-02 01:40:02,3515,2114,1347,-0.0
2018-08-02 01:45:01,3515,2114,1347,-0.0
2018-08-02 01:50:01,3515,2114,1347,-0.0
2018-08-02 01:55:03,3515,2114,1347,-0.0
2018-08-02 02:00:02,3515,2114,1347,-0.0
2018-08-02 02:05:02,3515,2114,1347,-0.0
2018-08-02 02:10:02,3515,2114,1347,-0.0
2018-08-02 02:15:03,3515,2114,1347,-0.0
2018-08-02 02:20:02,3515,2114,1347,-0.0
2018-08-02 02:25:02,3515,2114,1347,-0.0
2018-08-02 02:30:03,3515,2114,1347,-0.0
2018-08-02 02:35:03,3515,2114,1347,-0.0
2018-08-02 02:40:02,3515,2114,1347,-0.0
2018-08-02 02:45:03,3515,2114,1347,-0.0
2018-08-02 02:50:02,3515,2114,1347,-0.0
2018-08-02 02:55:02,3515,2114,1347,-0.0
2018-08-02 03:00:02,3515,2114,1347,-0.0
2018-08-02 03:05:02,3515,2114,1347,-0.0
2018-08-02 03:10:02,3515,2114,1347,-0.0
2018-08-02 03:15:02,3515,2114,1347,-0.0
2018-08-02 03:20:01,3515,2114,1347,-0.0
2018-08-02 03:25:02,3515,2114,1347,-0.0
2018-08-02 03:30:02,3515,2114,1347,-0.0
2018-08-02 03:35:02,3515,2114,1347,-0.0
2018-08-02 03:40:02,3515,2114,1347,-0.0
2018-08-02 03:45:02,3515,2114,1347,-0.0
2018-08-02 03:50:02,3515,2114,1347,-0.0
2018-08-02 03:55:02,3515,2114,1347,-0.0
2018-08-02 04:00:02,3515,2114,1347,-0.0
2018-08-02 04:05:03,3515,2115,1346,1.0
2018-08-02 04:10:02,3515,2117,1344,2.0
2018-08-02 04:15:02,3515,2109,1352,0.0
2018-08-02 04:20:02,3515,2106,1355,0.0
2018-08-02 04:25:02,3515,2110,1351,4.0
2018-08-02 04:30:02,3515,2108,1353,0.0
2018-08-02 04:35:02,3515,2116,1345,8.0
2018-08-02 04:40:01,3515,2118,1343,2.0
2018-08-02 04:45:02,3515,2128,1333,10.0
2018-08-02 04:50:02,3515,2126,1335,0.0
2018-08-02 04:55:02,3515,2128,1333,2.0
2018-08-02 05:00:02,3515,2126,1335,0.0
2018-08-02 05:05:02,3515,2122,1339,0.0
2018-08-02 05:10:02,3515,2111,1350,0.0
2018-08-02 05:15:02,3515,2116,1345,5.0
2018-08-02 05:20:02,3515,2114,1347,0.0
2018-08-02 05:25:02,3515,2134,1327,20.0
2018-08-02 05:30:02,3515,2155,1306,21.0
2018-08-02 05:35:02,3515,2178,1283,23.0
2018-08-02 05:40:02,3515,2223,1238,45.0
2018-08-02 05:45:02,3515,2254,1207,31.0
2018-08-02 05:50:02,3515,2232,1229,0.0
2018-08-02 05:55:02,3515,2223,1238,0.0
2018-08-02 06:00:02,3515,2200,1261,0.0
2018-08-02 06:05:02,3515,2178,1282,0.0
2018-08-02 06:10:02,3515,2178,1282,-0.0
2018-08-02 06:15:01,3515,2209,1248,34.0
2018-08-02 06:20:02,3515,2215,1242,6.0
2018-08-02 06:25:01,3515,2227,1230,12.0
2018-08-02 06:30:02,3515,2246,1211,19.0
2018-08-02 06:35:02,3515,2274,1180,31.0
2018-08-02 06:40:02,3515,2321,1132,48.0
2018-08-02 06:45:02,3515,2346,1107,25.0
2018-08-02 06:50:02,3515,2387,1066,41.0
2018-08-02 06:55:02,3515,2377,1075,0.0
2018-08-02 07:00:02,3515,2373,1079,0.0
2018-08-02 07:05:02,3515,2365,1082,0.0
2018-08-02 07:10:02,3515,2410,1035,47.0
2018-08-02 07:15:02,3515,2441,1004,31.0
2018-08-02 07:20:02,3515,2435,1009,0.0
2018-08-02 07:25:01,3515,2427,1016,0.0
2018-08-02 07:30:02,3515,2462,981,35.0
2018-08-02 07:35:02,3515,2492,951,30.0
2018-08-02 07:40:02,3515,2508,933,18.0
2018-08-02 07:45:02,3515,2544,896,37.0
2018-08-02 07:50:02,3515,2537,903,0.0
2018-08-02 07:55:02,3515,2509,931,0.0
2018-08-02 08:00:02,3515,2477,963,0.0
2018-08-02 08:05:02,3515,2452,988,0.0
2018-08-02 08:10:02,3515,2375,1065,0.0
2018-08-02 08:15:02,3515,2349,1091,0.0
2018-08-02 08:20:02,3515,2314,1126,0.0
2018-08-02 08:25:03,3515,2288,1151,0.0
2018-08-02 08:30:02,3515,2268,1171,0.0
2018-08-02 08:35:02,3515,2280,1158,13.0
2018-08-02 08:40:02,3515,2280,1160,0.0
2018-08-02 08:45:02,3515,2265,1175,0.0
2018-08-02 08:50:02,3515,2257,1183,0.0
2018-08-02 08:55:03,3515,2260,1181,2.0
2018-08-02 09:00:01,3515,2237,1205,0.0
2018-08-02 09:05:02,3515,2212,1232,0.0
2018-08-02 09:10:02,3515,2188,1256,0.0
2018-08-02 09:15:02,3515,2198,1245,11.0
2018-08-02 09:20:02,3515,2218,1226,19.0
2018-08-02 09:25:01,3515,2228,1216,10.0
2018-08-02 09:30:06,3515,2232,1212,4.0
2018-08-02 09:35:02,3515,2215,1229,0.0
2018-08-02 09:40:01,3515,2212,1232,0.0
2018-08-02 09:45:03,3515,2225,1221,11.0
2018-08-02 09:50:02,3515,2211,1235,0.0
2018-08-02 09:55:02,3515,2206,1240,0.0
2018-08-02 10:00:01,3515,2224,1221,19.0
2018-08-02 10:05:02,3515,2210,1235,0.0
2018-08-02 10:10:02,3515,2216,1229,6.0
2018-08-02 10:15:02,3515,2218,1227,2.0
2018-08-02 10:20:02,3515,2227,1220,7.0
2018-08-02 10:25:02,3515,2224,1223,0.0
2018-08-02 10:30:02,3515,2220,1227,0.0
2018-08-02 10:35:03,3515,2217,1232,0.0
2018-08-02 10:40:02,3515,2223,1228,4.0
2018-08-02 10:45:02,3515,2217,1234,0.0
2018-08-02 10:50:01,3515,2226,1225,9.0
2018-08-02 10:55:02,3515,2235,1217,8.0
2018-08-02 11:00:02,3515,2247,1205,12.0
2018-08-02 11:05:02,3515,2244,1210,0.0
2018-08-02 11:10:02,3515,2254,1200,10.0
2018-08-02 11:15:01,3515,2255,1199,1.0
2018-08-02 11:20:01,3515,2275,1179,20.0
2018-08-02 11:25:02,3515,2297,1157,22.0
2018-08-02 11:30:02,3515,2301,1152,5.0
2018-08-02 11:35:02,3515,2314,1139,13.0
2018-08-02 11:40:02,3515,2328,1127,12.0
2018-08-02 11:45:02,3515,2320,1134,0.0
2018-08-02 11:50:02,3515,2327,1127,7.0
2018-08-02 11:55:02,3515,2331,1123,4.0
2018-08-02 12:00:01,3515,2321,1133,0.0
2018-08-02 12:05:02,3515,2323,1131,2.0
2018-08-02 12:10:02,3515,2344,1110,21.0
2018-08-02 12:15:02,3515,2360,1095,15.0
2018-08-02 12:20:02,3515,2356,1099,0.0
2018-08-02 12:25:01,3515,2378,1077,22.0
2018-08-02 12:30:02,3515,2369,1085,0.0
2018-08-02 12:35:03,3515,2355,1099,0.0
2018-08-02 12:40:01,3515,2353,1101,0.0
2018-08-02 12:45:02,3515,2329,1125,0.0
2018-08-02 12:50:02,3515,2336,1119,6.0
2018-08-02 12:55:02,3515,2313,1142,0.0
2018-08-02 13:00:03,3515,2314,1143,0.0
2018-08-02 13:05:02,3515,2296,1163,0.0
2018-08-02 13:10:02,3515,2288,1171,0.0
2018-08-02 13:15:02,3515,2283,1177,0.0
2018-08-02 13:20:02,3515,2268,1192,0.0
2018-08-02 13:25:02,3515,2276,1184,8.0
2018-08-02 13:30:02,3515,2274,1186,0.0
2018-08-02 13:35:01,3515,2268,1191,0.0
2018-08-02 13:40:02,3515,2246,1212,0.0
2018-08-02 13:45:02,3515,2235,1223,0.0
2018-08-02 13:50:02,3515,2226,1232,0.0
2018-08-02 13:55:02,3515,2232,1226,6.0
2018-08-02 14:00:02,3515,2245,1213,13.0
2018-08-02 14:05:02,3515,2255,1203,10.0
2018-08-02 14:10:02,3515,2265,1193,10.0
2018-08-02 14:15:02,3515,2258,1199,0.0
2018-08-02 14:20:01,3515,2242,1215,0.0
2018-08-02 14:25:01,3515,2223,1234,0.0
2018-08-02 14:30:02,3515,2225,1232,2.0
2018-08-02 14:35:01,3515,2223,1235,0.0
2018-08-02 14:40:01,3515,2246,1212,23.0
2018-08-02 14:45:02,3515,2246,1212,-0.0
2018-08-02 14:50:01,3515,2227,1231,0.0
2018-08-02 14:55:02,3515,2206,1252,0.0
2018-08-02 15:00:02,3515,2207,1250,2.0
2018-08-02 15:05:01,3515,2240,1217,33.0
2018-08-02 15:10:02,3515,2263,1194,23.0
2018-08-02 15:15:02,3515,2300,1157,37.0
2018-08-02 15:20:03,3515,2317,1139,18.0
2018-08-02 15:25:02,3515,2291,1167,0.0
2018-08-02 15:30:02,3515,2282,1175,0.0
2018-08-02 15:35:02,3515,2278,1179,0.0
2018-08-02 15:40:01,3515,2300,1157,22.0
2018-08-02 15:45:02,3515,2319,1138,19.0
2018-08-02 15:50:01,3515,2346,1111,27.0
2018-08-02 15:55:01,3515,2350,1107,4.0
2018-08-02 16:00:01,3515,2346,1111,0.0
2018-08-02 16:05:02,3515,2388,1071,40.0
2018-08-02 16:10:02,3515,2430,1028,43.0
2018-08-02 16:15:02,3515,2456,1002,26.0
2018-08-02 16:20:02,3515,2460,997,5.0
2018-08-02 16:25:02,3515,2431,1025,0.0
2018-08-02 16:30:02,3515,2399,1056,0.0
2018-08-02 16:35:02,3515,2425,1031,25.0
2018-08-02 16:40:02,3515,2472,983,48.0
2018-08-02 16:45:01,3515,2491,964,19.0
2018-08-02 16:50:02,3515,2475,980,0.0
2018-08-02 16:55:03,3515,2488,968,12.0
2018-08-02 17:00:02,3515,2463,994,0.0
2018-08-02 17:05:02,3515,2428,1029,0.0
2018-08-02 17:10:02,3515,2439,1018,11.0
2018-08-02 17:15:02,3515,2450,1007,11.0
2018-08-02 17:20:02,3515,2444,1013,0.0
2018-08-02 17:25:02,3515,2436,1021,0.0
2018-08-02 17:30:02,3515,2428,1028,0.0
2018-08-02 17:35:02,3515,2377,1080,0.0
2018-08-02 17:40:02,3515,2353,1103,0.0
2018-08-02 17:45:02,3515,2329,1127,0.0
2018-08-02 17:50:02,3515,2338,1119,8.0
2018-08-02 17:55:02,3515,2338,1119,-0.0
2018-08-02 18:00:03,3515,2350,1107,12.0
2018-08-02 18:05:02,3515,2353,1106,1.0
2018-08-02 18:10:02,3515,2344,1115,0.0
2018-08-02 18:15:03,3515,2335,1124,0.0
2018-08-02 18:20:03,3515,2331,1128,0.0
2018-08-02 18:25:04,3515,2330,1129,0.0
2018-08-02 18:30:02,3515,2304,1155,0.0
2018-08-02 18:35:02,3515,2275,1184,0.0
2018-08-02 18:40:02,3515,2279,1180,4.0
2018-08-02 18:45:03,3515,2258,1201,0.0
2018-08-02 18:50:02,3515,2258,1201,-0.0
2018-08-02 18:55:01,3515,2257,1202,0.0
2018-08-02 19:00:01,3515,2256,1201,1.0
2018-08-02 19:05:02,3515,2242,1216,0.0
2018-08-02 19:10:01,3515,2240,1218,0.0
2018-08-02 19:15:02,3515,2251,1207,11.0
2018-08-02 19:20:02,3515,2249,1209,0.0
2018-08-02 19:25:02,3515,2240,1217,0.0
2018-08-02 19:30:02,3515,2227,1230,0.0
2018-08-02 19:35:02,3515,2202,1255,0.0
2018-08-02 19:40:02,3515,2201,1256,0.0
2018-08-02 19:45:02,3515,2199,1258,0.0
2018-08-02 19:50:02,3515,2203,1254,4.0
2018-08-02 19:55:02,3515,2202,1255,0.0
2018-08-02 20:00:02,3515,2202,1255,-0.0
2018-08-02 20:05:01,3515,2200,1257,0.0
2018-08-02 20:10:02,3515,2222,1235,22.0
2018-08-02 20:15:03,3515,2221,1236,0.0
2018-08-02 20:20:01,3515,2236,1221,15.0
2018-08-02 20:25:01,3515,2210,1247,0.0
2018-08-02 20:30:01,3515,2176,1281,0.0
2018-08-02 20:35:02,3515,2159,1297,0.0
2018-08-02 20:40:02,3515,2164,1293,4.0
2018-08-02 20:45:02,3515,2183,1274,19.0
2018-08-02 20:50:02,3515,2200,1257,17.0
2018-08-02 20:55:02,3515,2210,1247,10.0
2018-08-02 21:00:02,3515,2214,1243,4.0
2018-08-02 21:05:02,3515,2185,1272,0.0
2018-08-02 21:10:01,3515,2167,1291,0.0
2018-08-02 21:15:02,3515,2154,1304,0.0
2018-08-02 21:20:01,3515,2147,1310,0.0
2018-08-02 21:25:03,3515,2143,1314,0.0
2018-08-02 21:30:02,3515,2148,1310,4.0
2018-08-02 21:35:02,3515,2152,1306,4.0
2018-08-02 21:40:02,3515,2174,1285,21.0
2018-08-02 21:45:03,3515,2165,1294,0.0
2018-08-02 21:50:02,3515,2162,1297,0.0
2018-08-02 21:55:02,3515,2155,1304,0.0
2018-08-02 22:00:02,3515,2140,1319,0.0
2018-08-02 22:05:02,3515,2137,1322,0.0
2018-08-02 22:10:01,3515,2130,1329,0.0
2018-08-02 22:15:02,3515,2129,1330,0.0
2018-08-02 22:20:01,3515,2132,1327,3.0
2018-08-02 22:25:02,3515,2132,1326,1.0
2018-08-02 22:30:02,3515,2133,1324,2.0
2018-08-02 22:35:02,3515,2137,1320,4.0
2018-08-02 22:40:03,3515,2149,1310,10.0
2018-08-02 22:45:01,3515,2149,1310,-0.0
2018-08-02 22:50:02,3515,2147,1312,0.0
2018-08-02 22:55:02,3515,2145,1314,0.0
2018-08-02 23:00:03,3515,2134,1325,0.0
2018-08-02 23:05:02,3515,2133,1326,0.0
2018-08-02 23:10:02,3515,2134,1325,1.0
2018-08-02 23:15:02,3515,2135,1324,1.0
2018-08-02 23:20:02,3515,2130,1329,0.0
2018-08-02 23:25:01,3515,2127,1332,0.0
2018-08-02 23:30:02,3515,2127,1332,-0.0
2018-08-02 23:35:05,3515,2129,1330,2.0
2018-08-02 23:40:03,3515,2121,1338,0.0
2018-08-02 23:45:01,3515,2115,1344,0.0
2018-08-02 23:50:02,3515,2110,1349,0.0
2018-08-02 23:55:03,3515,2110,1349,-0.0
2018-08-03 00:00:03,3515,2108,1351,0.0
2018-08-03 00:05:01,3515,2108,1351,-0.0
2018-08-03 00:10:02,3515,2108,1351,-0.0
2018-08-03 00:15:02,3515,2107,1352,0.0
2018-08-03 00:20:02,3515,2106,1353,0.0
2018-08-03 00:25:02,3515,2106,1353,-0.0
2018-08-03 00:30:06,3515,2106,1353,-0.0
2018-08-03 00:35:03,3515,2106,1353,-0.0
2018-08-03 00:40:03,3515,2106,1353,-0.0
2018-08-03 00:45:02,3515,2106,1353,-0.0
2018-08-03 00:50:02,3515,2106,1353,-0.0
2018-08-03 00:55:02,3515,2106,1353,-0.0
2018-08-03 01:00:01,3515,2106,1353,-0.0
2018-08-03 01:05:01,3515,2106,1353,-0.0
2018-08-03 01:10:01,3515,2106,1353,-0.0
2018-08-03 01:15:03,3515,2106,1353,-0.0
2018-08-03 01:20:02,3515,2106,1353,-0.0
2018-08-03 01:25:01,3515,2106,1353,-0.0
2018-08-03 01:30:01,3515,2105,1353,-0.0
2018-08-03 01:35:01,3515,2104,1354,0.0
2018-08-03 01:40:02,3515,2104,1355,0.0
2018-08-03 01:45:02,3515,2104,1355,-0.0
2018-08-03 01:50:02,3515,2104,1355,-0.0
2018-08-03 01:55:02,3515,2104,1355,-0.0
2018-08-03 02:00:02,3515,2104,1355,-0.0
2018-08-03 02:05:02,3515,2104,1355,-0.0
2018-08-03 02:10:02,3515,2104,1355,-0.0
2018-08-03 02:15:01,3515,2104,1355,-0.0
2018-08-03 02:20:02,3515,2104,1355,-0.0
2018-08-03 02:25:02,3515,2104,1355,-0.0
2018-08-03 02:30:02,3515,2104,1355,-0.0
2018-08-03 02:35:03,3515,2104,1355,-0.0
2018-08-03 02:40:02,3515,2104,1355,-0.0
2018-08-03 02:45:02,3515,2104,1355,-0.0
2018-08-03 02:50:02,3515,2104,1355,-0.0
2018-08-03 02:55:02,3515,2104,1355,-0.0
2018-08-03 03:00:02,3515,2104,1355,-0.0
2018-08-03 03:05:02,3515,2104,1355,-0.0
2018-08-03 03:10:01,3515,2104,1355,-0.0
2018-08-03 03:15:02,3515,2104,1355,-0.0
2018-08-03 03:20:02,3515,2104,1355,-0.0
2018-08-03 03:25:02,3515,2104,1355,-0.0
2018-08-03 03:30:02,3515,2104,1355,-0.0
2018-08-03 03:35:02,3515,2104,1355,-0.0
2018-08-03 03:40:02,3515,2104,1355,-0.0
2018-08-03 03:45:02,3515,2104,1355,-0.0
2018-08-03 03:50:02,3515,2104,1355,-0.0
2018-08-03 03:55:02,3515,2103,1355,-0.0
2018-08-03 04:00:02,3515,2104,1355,-0.0
2018-08-03 04:05:02,3515,2105,1353,2.0
2018-08-03 04:10:02,3515,2107,1351,2.0
2018-08-03 04:15:01,3515,2108,1350,1.0
2018-08-03 04:20:02,3515,2120,1339,11.0
2018-08-03 04:25:02,3515,2143,1315,24.0
2018-08-03 04:30:02,3515,2140,1318,0.0
2018-08-03 04:35:01,3515,2135,1323,0.0
2018-08-03 04:40:02,3515,2130,1328,0.0
2018-08-03 04:45:02,3515,2116,1342,0.0
2018-08-03 04:50:02,3515,2103,1356,0.0
2018-08-03 04:55:01,3515,2097,1362,0.0
2018-08-03 05:00:01,3515,2096,1364,0.0
2018-08-03 05:05:02,3515,2099,1362,2.0
2018-08-03 05:10:02,3515,2110,1351,11.0
2018-08-03 05:15:02,3515,2105,1356,0.0
2018-08-03 05:20:01,3515,2123,1338,18.0
2018-08-03 05:25:01,3515,2134,1327,11.0
2018-08-03 05:30:03,3515,2143,1318,9.0
2018-08-03 05:35:01,3515,2177,1284,34.0
2018-08-03 05:40:01,3515,2199,1262,22.0
2018-08-03 05:45:02,3515,2184,1276,0.0
2018-08-03 05:50:02,3515,2185,1276,-0.0
2018-08-03 05:55:01,3515,2173,1288,0.0
2018-08-03 06:00:01,3515,2144,1317,0.0
2018-08-03 06:05:03,3515,2145,1316,1.0
2018-08-03 06:10:02,3515,2167,1294,22.0
2018-08-03 06:15:03,3515,2188,1273,21.0
2018-08-03 06:20:04,3515,2199,1262,11.0
2018-08-03 06:25:04,3515,2212,1249,13.0
2018-08-03 06:30:03,3515,2219,1242,7.0
2018-08-03 06:35:02,3515,2229,1232,10.0
2018-08-03 06:40:01,3515,2228,1232,-0.0
2018-08-03 06:45:03,3515,2248,1212,20.0
2018-08-03 06:50:02,3515,2259,1201,11.0
2018-08-03 06:55:03,3515,2251,1205,0.0
2018-08-03 07:00:01,3515,2258,1197,8.0
2018-08-03 07:05:01,3515,2248,1207,0.0
2018-08-03 07:10:02,3515,2234,1222,0.0
2018-08-03 07:15:02,3515,2255,1201,21.0
2018-08-03 07:20:01,3515,2276,1180,21.0
2018-08-03 07:25:02,3515,2302,1151,29.0
2018-08-03 07:30:02,3515,2345,1107,44.0
2018-08-03 07:35:02,3515,2340,1112,0.0
2018-08-03 07:40:02,3515,2341,1111,1.0
2018-08-03 07:45:02,3515,2396,1055,56.0
2018-08-03 07:50:02,3515,2427,1023,32.0
2018-08-03 07:55:01,3515,2405,1044,0.0
2018-08-03 08:00:02,3515,2359,1088,0.0
2018-08-03 08:05:01,3515,2302,1145,0.0
2018-08-03 08:10:02,3515,2283,1161,0.0
2018-08-03 08:15:01,3515,2281,1163,0.0
2018-08-03 08:20:01,3515,2290,1154,9.0
2018-08-03 08:25:02,3515,2280,1165,0.0
2018-08-03 08:30:03,3515,2260,1186,0.0
2018-08-03 08:35:01,3515,2237,1211,0.0
2018-08-03 08:40:02,3515,2233,1216,0.0
