TIME,BIKE STANDS,AVAILABLE BIKE STANDS,AVAILABLE BIKES,BIKE USAGE
2020-06-09,980580,644161,335270,677.0
2020-06-10,931020,602863,327865,588.0
2020-06-11,1019520,651230,367278,518.0
2020-06-12,1019520,648955,370438,582.0
2020-06-13,1019520,653528,365669,501.0
2020-06-14,1019520,653927,365346,498.0
2020-06-15,1019520,657941,359168,805.0
2020-06-16,1019520,646128,372549,687.0
2020-06-17,1019520,640507,378616,568.0
2020-06-18,1019520,639777,379406,600.0
2020-06-19,1019520,642859,375840,624.0
2020-06-20,1019520,648258,370270,567.0
2020-06-21,1019520,646222,373090,452.0
2020-06-22,1019520,645358,372592,606.0
2020-06-23,1019520,649135,369336,690.0
2020-06-24,1019520,662348,355494,759.0
2020-06-25,1019520,681067,333737,708.0
2020-06-26,1019520,696120,318740,772.0
2020-06-27,1019520,696785,321678,447.0
2020-06-28,1019520,698004,320210,424.0
2020-06-29,1019520,706327,311843,674.0
2020-06-30,1019520,740217,277405,802.0
2020-07-01,1019520,755918,260479,647.0
2020-07-02,1019520,775812,242362,828.0
2020-07-03,1019520,791979,224422,800.0
2020-07-04,1019520,749624,268790,432.0
2020-07-05,1019520,692681,326320,522.0
2020-07-06,1019520,689399,329012,585.0
2020-07-07,1019520,660591,358630,537.0
2020-07-08,1019520,644447,374542,523.0
2020-07-09,1019520,641633,376132,723.0
2020-07-10,1019520,651749,366070,769.0
2020-07-11,1019520,655591,363692,596.0
2020-07-12,1019520,654716,364538,559.0
2020-07-13,1019520,652829,364609,707.0
2020-07-14,1019520,651302,366821,656.0
2020-07-15,1019520,653812,364200,749.0
2020-07-16,1019520,656778,360846,791.0
2020-07-17,1019520,658813,358815,730.0
2020-07-18,1019520,663297,356120,608.0
2020-07-19,1019520,661840,357147,567.0
2020-07-20,1019520,659981,357570,691.0
2020-07-21,1019520,660478,357303,743.0
2020-07-22,1019520,657633,359824,790.0
2020-07-23,1019520,659995,358873,739.0
2020-07-24,1019520,654864,364327,683.0
2020-07-25,1019520,651930,366922,628.0
2020-07-26,1019520,652292,365429,533.0
2020-07-27,1019520,653276,364291,659.0
2020-07-28,1019520,653953,363725,700.0
2020-07-29,1019520,652377,365656,697.0
2020-07-30,1019520,654446,363753,789.0
2020-07-31,1019520,654644,363826,717.0
2020-08-01,1019520,651491,367516,611.0
2020-08-02,1019520,649797,368887,494.0
2020-08-03,1019520,650526,366551,553.0
2020-08-04,1001820,647068,352064,766.0
2020-08-05,1019520,664778,352991,677.0
2020-08-06,1008900,655604,352183,745.0
2020-08-07,1019520,659308,359255,731.0
2020-08-08,1019520,656527,362337,720.0
2020-08-09,1019520,650141,367783,585.0
2020-08-10,1019520,651323,364421,714.0
2020-08-11,1019520,653433,363981,697.0
2020-08-12,1019520,653307,363642,785.0
2020-08-13,1019520,653123,364788,717.0
2020-08-14,1019520,650992,367428,787.0
2020-08-15,1019520,651739,367650,697.0
2020-08-16,1019520,644223,375178,576.0
2020-08-17,1019520,642127,375990,627.0
2020-08-18,1019520,645894,372688,689.0
2020-08-19,1019520,638686,378822,597.0
2020-08-20,1019520,641380,376147,713.0
2020-08-21,1019520,639980,378534,707.0
2020-08-22,1019520,635705,383182,556.0
2020-08-23,1019520,635803,383223,581.0
2020-08-24,1019520,638387,379956,745.0
2020-08-25,1019520,640259,378017,593.0
2020-08-26,1019520,645419,371999,740.0
2020-08-27,1019520,635867,382255,677.0
2020-08-28,1019520,637068,381596,657.0
2020-08-29,1019520,639473,379460,615.0
2020-08-30,1019520,642928,376336,664.0
2020-08-31,1019520,644300,373697,729.0
2020-09-01,1019520,645850,372180,758.0
2020-09-02,1019520,640973,376629,625.0
2020-09-03,1019520,641746,376367,768.0
2020-09-04,1019520,637484,381183,736.0
2020-09-05,1019520,634693,384248,626.0
2020-09-06,1019520,636983,382069,588.0
2020-09-07,1019520,639047,378030,892.0
2020-09-08,1019520,641559,376026,763.0
2020-09-09,1019520,645190,373043,818.0
2020-09-10,1019520,644060,374391,761.0
2020-09-11,1019520,642612,376062,728.0
2020-09-12,1019520,642364,376852,684.0
2020-09-13,1019520,644918,373751,600.0
2020-09-14,1019520,642382,375469,819.0
2020-09-15,1019520,644372,374057,810.0
2020-09-16,977040,615507,359946,755.0
2020-09-17,977040,617403,357338,807.0
2020-09-18,1019520,642131,376239,780.0
2020-09-19,1019520,638264,380994,628.0
2020-09-20,1019520,638971,380232,545.0
2020-09-21,1019520,641987,374936,873.0
2020-09-22,1019520,641520,375999,769.0
2020-09-23,1019520,643098,374696,789.0
2020-09-24,1019520,638736,379052,656.0
2020-09-25,1019520,643539,373920,757.0
2020-09-26,1019520,643410,375845,635.0
2020-09-27,1019520,642064,377106,703.0
2020-09-28,1019520,639110,378954,738.0
2020-09-29,1019520,639420,378557,742.0
2020-09-30,1019520,633028,385649,652.0
2020-10-01,1019520,636743,381544,808.0
2020-10-02,1019520,640761,378029,787.0
2020-10-03,1019520,633672,385360,573.0
2020-10-04,1019520,627381,391380,406.0
2020-10-05,1019520,639788,378259,780.0
2020-10-06,1019520,636950,380250,714.0
2020-10-07,1019520,635918,382193,647.0
2020-10-08,1019520,638107,379664,739.0
2020-10-09,1019520,638990,379001,819.0
2020-10-10,1019520,641541,377348,629.0
2020-10-11,1019520,640342,378116,520.0
2020-10-12,1019520,640021,377745,699.0
2020-10-13,1019520,637856,379896,799.0
2020-10-14,1019520,640522,377936,719.0
2020-10-15,1019520,639834,378794,750.0
2020-10-16,1019520,638718,379443,698.0
2020-10-17,1019520,635556,383774,643.0
2020-10-18,1019520,635545,383736,602.0
2020-10-19,1019520,638723,379552,664.0
2020-10-20,1019520,646435,371774,723.0
2020-10-21,1019520,645760,371539,820.0
2020-10-22,1019520,640628,378256,618.0
2020-10-23,1019520,638221,380010,591.0
2020-10-24,1019520,637774,381549,567.0
2020-10-25,1019520,642418,376571,507.0
2020-10-26,1019520,638404,380228,420.0
2020-10-27,1019520,638010,379322,582.0
2020-10-28,1019520,634771,381878,646.0
2020-10-29,1019520,633413,384073,558.0
2020-10-30,1019520,637715,380085,629.0
2020-10-31,1019520,633169,385628,460.0
2020-11-01,1019520,630291,388621,387.0
2020-11-02,1019520,632415,384990,566.0
2020-11-03,1019520,635415,382429,645.0
2020-11-04,1019520,634750,382451,609.0
2020-11-05,1019520,634553,383233,648.0
2020-11-06,1019520,638618,378947,650.0
2020-11-07,1019520,637906,379265,589.0
2020-11-08,1019520,635358,382725,496.0
2020-11-09,1019520,635388,382812,635.0
2020-11-10,1019520,633446,384531,621.0
2020-11-11,1019520,630144,387473,601.0
2020-11-12,1019520,635252,382452,634.0
2020-11-13,1019520,632649,386045,648.0
2020-11-14,1019520,627227,391449,534.0
2020-11-15,1019520,625944,392668,395.0
2020-11-16,1019520,629883,387143,591.0
2020-11-17,1019520,632739,385056,653.0
2020-11-18,1019520,630497,387027,573.0
2020-11-19,1019520,632888,385522,639.0
2020-11-20,1019520,634314,382483,622.0
2020-11-21,1019520,634908,382834,541.0
2020-11-22,1019520,635608,383036,461.0
2020-11-23,1019520,634234,383643,651.0
2020-11-24,1019520,634459,382358,593.0
2020-11-25,1019520,634316,382575,668.0
2020-11-26,1019520,633237,383217,672.0
2020-11-27,1019520,632137,381463,677.0
2020-11-28,1019520,629671,383686,504.0
2020-11-29,1019520,628677,384523,468.0
2020-11-30,1019520,629321,381857,634.0
2020-12-01,1019520,633330,378481,672.0
2020-12-02,1019520,635677,376420,648.0
2020-12-03,1019520,633060,378456,690.0
2020-12-04,1019520,630939,379853,664.0
2020-12-05,1019520,630407,382768,572.0
2020-12-06,1019520,628569,384286,424.0
2020-12-07,1019520,631737,379148,674.0
2020-12-08,1019520,633420,377826,651.0
2020-12-09,1019520,630536,380904,613.0
2020-12-10,1019520,632350,378999,637.0
2020-12-11,1019520,636258,377313,677.0
2020-12-12,1019520,638143,381202,565.0
2020-12-13,1019520,633739,385756,472.0
2020-12-14,1019520,633755,377135,691.0
2020-12-15,1019520,628621,376701,684.0
2020-12-16,1013320,626294,378493,700.0
2020-12-17,1008000,629066,375409,738.0
2020-12-18,1008000,628553,376544,620.0
2020-12-19,1008000,626440,379762,510.0
2020-12-20,1008000,624456,380590,549.0
2020-12-21,1008000,627475,376084,676.0
2020-12-22,1008000,630407,375077,590.0
2020-12-23,1008000,628015,377755,507.0
2020-12-24,1008000,625076,382449,510.0
2020-12-25,1008000,618967,388820,210.0
2020-12-26,1008000,618627,389079,199.0
2020-12-27,1008000,620009,387824,362.0
2020-12-28,1008000,620006,387361,376.0
2020-12-29,1008000,623122,384323,481.0
2020-12-30,1008000,624136,383524,484.0
2020-12-31,1008000,619012,388823,362.0
2021-01-01,1008000,617190,390529,313.0
2021-01-02,1008000,618141,389451,338.0
2021-01-03,1008000,616696,390984,311.0
2021-01-04,1008000,621365,385407,535.0
2021-01-05,1008000,626108,380044,579.0
2021-01-06,1008000,632798,374035,526.0
2021-01-07,1008000,643004,363157,440.0
2021-01-08,1008000,671636,335139,592.0
2021-01-09,1008000,697084,310576,457.0
2021-01-10,1008000,695779,311789,362.0
2021-01-11,1008000,717106,290224,507.0
2021-01-12,1008000,755493,251314,492.0
2021-01-13,1008000,784990,221879,463.0
2021-01-14,1008000,814077,193489,512.0
2021-01-15,1008000,833461,174054,489.0
2021-01-16,1008000,887448,120033,778.0
2021-01-17,1008000,834052,173547,361.0
2021-01-20,975993,664082,311119,576.0
2021-01-21,975085,627820,345104,798.0
2021-01-22,992572,631241,358565,693.0
2021-01-23,1008000,643096,364294,530.0
2021-01-24,1008000,637999,369550,379.0
2021-01-25,866863,547249,316907,1548.0
2021-01-26,1008000,645368,361714,477.0
2021-01-27,1008000,646188,360188,496.0
2021-01-28,966695,619207,344582,910.0
2021-01-30,1008000,641062,366440,396.0
2021-01-31,1008000,640936,366525,350.0
2021-02-01,970770,622779,347054,1137.0
2021-02-02,1008000,645368,360994,519.0
2021-02-03,947924,606582,339365,1353.0
2021-02-04,970852,620138,348488,1493.0
2021-02-05,918836,588744,329070,1902.0
2021-02-06,1008000,645939,361545,435.0
2021-02-07,1008000,644703,362816,347.0
2021-02-08,923775,592370,330156,1557.0
2021-02-09,1004500,647139,356007,479.0
2021-02-10,785628,505830,277364,1285.0
2021-02-11,908234,581956,316214,2495.0
2021-02-12,910960,585838,318289,1593.0
2021-02-13,1008000,646689,360525,445.0
2021-02-14,1008000,645571,361773,334.0
2021-02-15,917715,590382,324105,2455.0
2021-02-16,977022,629872,343851,1776.0
2021-02-17,838123,544733,291675,2253.0
2021-02-18,931737,607564,320278,1632.0
2021-02-19,951762,617375,331383,1623.0
2021-02-20,1008000,650450,355405,457.0
2021-02-21,1008000,659460,346537,566.0
2021-02-22,840156,546116,290114,1698.0
2021-02-23,1008000,651818,353182,451.0
2021-02-24,899873,578028,314632,2744.0
2021-02-25,863419,556473,296665,2878.0
2021-02-26,842770,543669,293307,2506.0
2021-02-27,1008000,652463,354707,617.0
2021-02-28,1008000,658731,348350,596.0
2021-03-01,881248,561613,315930,1326.0
2021-03-02,903171,575372,323908,1952.0
2021-03-03,926607,584282,334842,2657.0
2021-03-04,842158,534756,301917,1568.0
2021-03-05,901317,578545,317704,1245.0
2021-03-06,1008000,652660,354020,577.0
2021-03-07,1008000,656403,350195,596.0
2021-03-08,1008000,648421,357783,587.0
2021-03-09,1008000,647287,358679,589.0
2021-03-10,1008000,643031,362744,478.0
2021-03-11,1008000,641856,363713,580.0
2021-03-12,1008000,643071,363152,527.0
2021-03-13,1008000,642613,365057,547.0
2021-03-14,1008000,640141,367533,442.0
2021-03-15,1008000,645060,360988,532.0
2021-03-16,1008000,648995,356259,673.0
2021-03-17,1008000,656562,350399,615.0
2021-03-18,1008000,649625,355962,593.0
2021-03-19,1008000,653231,354444,630.0
2021-03-20,1008000,655799,351889,568.0
2021-03-21,1008000,658042,349528,542.0
2021-03-22,1008000,668254,338313,672.0
2021-03-23,1008000,688885,317588,602.0
2021-03-24,1008000,709476,292003,666.0
2021-03-25,1008000,742847,254783,688.0
2021-03-26,1008134,768398,227600,674.0
2021-03-27,1008288,805339,198565,999.0
2021-03-28,1008180,851004,156518,507.0
2021-03-29,1008000,774841,229909,655.0
2021-03-30,1008000,697073,307160,607.0
2021-03-31,1008000,661493,343243,666.0
2021-04-01,1008000,655905,349018,641.0
2021-04-02,1008000,662108,341188,724.0
2021-04-03,1008000,663885,339349,771.0
2021-04-04,1008000,657216,349418,627.0
2021-04-05,1008000,648400,357040,522.0
2021-04-06,1008000,652969,352097,625.0
2021-04-07,1008000,651018,353777,543.0
2021-04-08,1008000,651014,353747,666.0
2021-04-09,1008000,643767,360562,615.0
2021-04-10,1008000,641775,364451,580.0
2021-04-11,1008000,640642,365400,500.0
2021-04-12,1008000,642103,361897,555.0
2021-04-13,987000,634390,347719,756.0
2021-04-14,1008000,649204,353723,690.0
2021-04-15,1008000,645301,358688,643.0
2021-04-16,1008000,643660,362265,586.0
2021-04-17,1008000,646430,360475,676.0
2021-04-18,1008000,636750,370346,485.0
2021-04-19,1008000,642751,363138,624.0
2021-04-20,997500,637205,358053,628.0
2021-04-21,1008000,648788,355828,688.0
2021-04-22,1008000,653321,352620,738.0
2021-04-23,1008000,653640,351457,746.0
2021-04-24,1008000,659912,347020,724.0
2021-04-25,1008000,653385,353782,542.0
2021-04-26,1008000,652106,353336,751.0
2021-04-27,1008000,641075,363845,681.0
2021-04-28,1008000,644216,360759,644.0
2021-04-29,1008000,647464,356989,675.0
2021-04-30,1008000,642543,361548,693.0
2021-05-01,1008000,640714,365648,594.0
2021-05-02,1008000,640056,366840,583.0
2021-05-03,1008000,631529,375292,384.0
2021-05-04,1008000,640155,364568,648.0
2021-05-05,1008000,639125,365416,581.0
2021-05-06,1008000,632573,371981,669.0
2021-05-07,1008000,628224,376441,676.0
2021-05-08,1008000,623772,382407,577.0
2021-05-09,1008000,622933,383509,537.0
2021-05-10,1008000,621303,385040,618.0
2021-05-11,1008000,618439,386163,675.0
2021-05-12,1008000,613785,390937,723.0
2021-05-13,1008000,618052,386596,747.0
2021-05-14,1004500,613879,387454,713.0
2021-05-15,1008000,610031,396703,501.0
2021-05-16,1008000,613240,394109,622.0
2021-05-17,1008000,617686,387012,699.0
2021-05-18,1008000,622259,383470,695.0
2021-05-19,1008000,622107,383644,793.0
2021-05-20,1008000,618973,386275,561.0
2021-05-21,1008000,622598,382312,614.0
2021-05-22,1008000,624871,382516,682.0
2021-05-23,1008000,619518,387768,506.0
2021-05-24,1008000,622536,382811,717.0
2021-05-25,1008000,622711,382529,674.0
2021-05-26,976500,604676,369335,826.0
2021-05-27,1008000,617350,387697,656.0
2021-05-28,1008000,612738,392955,694.0
2021-05-29,1008000,622649,384495,767.0
2021-05-30,1008000,623940,382793,666.0
2021-05-31,1008000,623756,376872,800.0
2021-06-01,1008000,621464,377281,819.0
2021-06-02,1008000,615316,384369,713.0
2021-06-03,1008000,617706,383065,750.0
2021-06-04,1008000,614986,383690,780.0
2021-06-05,1008000,609368,392021,549.0
2021-06-06,1008000,611459,389906,634.0
2021-06-07,1008000,612869,388677,599.0
2021-06-08,1008000,617208,381997,780.0
2021-06-09,1008000,622992,376610,759.0
2021-06-10,1008000,627976,370820,878.0
2021-06-11,1008000,625291,373868,776.0
2021-06-12,1008000,623626,377451,713.0
2021-06-13,1008000,621876,379154,699.0
2021-06-14,962500,598021,354263,722.0
2021-06-15,1008000,632858,364559,806.0
2021-06-16,1008000,634227,363181,813.0
2021-06-17,1008000,635121,363509,785.0
2021-06-18,1008000,632670,366117,786.0
2021-06-19,1008000,632677,369215,703.0
2021-06-20,1008000,629425,372520,635.0
2021-06-21,1008000,632682,368177,734.0
2021-06-22,1008000,627624,371937,767.0
2021-06-23,1008000,616758,382822,740.0
2021-06-24,1008000,618558,380883,808.0
2021-06-25,1008000,622120,377966,840.0
2021-06-26,1008000,620085,381506,712.0
2021-06-27,1008000,621712,379618,721.0
2021-06-28,1008000,626803,375766,853.0
2021-06-29,1008000,631403,373852,722.0
2021-06-30,1008000,628652,374753,765.0
2021-07-01,1008000,629284,376375,786.0
2021-07-02,1008000,627492,378097,751.0
2021-07-03,1008000,620503,386571,675.0
2021-07-04,1008000,618610,388847,581.0
2021-07-05,1008000,628363,376801,775.0
2021-07-06,1008000,623404,382412,731.0
2021-07-07,1008000,626695,378889,696.0
2021-07-08,1008000,624474,380693,855.0
2021-07-09,187532,113373,73945,574.0
2021-07-10,1004500,619322,384878,670.0
2021-07-11,1008000,615119,392320,540.0
2021-07-12,1008000,625089,381078,837.0
2021-07-13,1008000,623029,383151,744.0
2021-07-14,1008000,625820,380229,773.0
2021-07-15,1008000,627757,377607,871.0
2021-07-16,1008000,629440,375981,856.0
2021-07-17,1008000,627039,378271,705.0
2021-07-18,1008000,625295,380323,668.0
2021-07-19,263075,160336,102107,1184.0
2021-07-20,1003730,626362,374734,753.0
2021-07-21,1006560,627918,375433,806.0
2021-07-22,1006560,629110,375649,860.0
2021-07-23,1006560,627733,377090,822.0
2021-07-24,1006560,623668,382314,782.0
2021-07-25,1006560,624764,380840,697.0
2021-07-26,981803,611301,367988,1762.0
2021-07-27,970131,603366,365171,917.0
2021-07-28,1006560,624443,380618,721.0
2021-07-29,1006560,627370,376945,847.0
2021-07-30,1006560,620942,384550,647.0
2021-07-31,1006560,619466,386823,663.0
2021-08-01,1006560,622538,383313,673.0
2021-08-02,1003065,618268,383567,585.0
2021-08-03,1006560,628155,375660,756.0
2021-08-04,1003065,628111,372824,760.0
2021-08-05,1006560,620308,384243,757.0
2021-08-06,1006560,622214,382584,766.0
2021-08-07,1006560,620363,385357,574.0
2021-08-08,1006560,625883,379790,607.0
2021-08-09,1006560,631314,372929,744.0
2021-08-10,1006560,630912,373967,787.0
2021-08-11,1006560,628322,375578,792.0
2021-08-12,1006560,626644,376282,758.0
2021-08-13,1006560,626283,377605,806.0
2021-08-14,1006560,619656,386216,660.0
2021-08-15,1006560,622983,382944,635.0
2021-08-16,1006560,627250,376736,756.0
2021-08-17,919050,570432,341892,1468.0
2021-08-18,1015200,629933,378436,716.0
2021-08-19,1015200,631102,380870,745.0
2021-08-20,1015200,632337,379923,830.0
2021-08-21,1015200,629166,383429,687.0
2021-08-22,1015200,630175,382440,622.0
2021-08-23,1015200,635541,375978,820.0
2021-08-24,1015200,634750,376416,873.0
2021-08-25,1015200,633901,375932,854.0
2021-08-26,1015200,630616,379335,846.0
2021-08-27,1015200,632698,378847,848.0
2021-08-28,1015200,636073,378661,750.0
2021-08-29,1015200,632137,382466,623.0
2021-08-30,1015200,635117,377610,792.0
2021-08-31,1015200,635067,379217,833.0
2021-09-01,1015200,638871,374112,774.0
2021-09-02,1015200,638968,373582,899.0
2021-09-03,1015200,633601,379161,751.0
2021-09-04,1015200,632003,382176,755.0
2021-09-05,1015200,630057,384240,682.0
2021-09-06,1015200,630342,381449,985.0
2021-09-07,1015200,632596,379634,870.0
2021-09-08,1015200,629650,382790,925.0
2021-09-09,1015200,635062,376942,905.0
2021-09-10,1015200,636139,376805,880.0
2021-09-11,1015200,630897,383388,779.0
2021-09-12,1015200,627567,386578,691.0
2021-09-13,1015200,633900,379381,1073.0
2021-09-14,1015200,634896,378049,982.0
2021-09-15,1015200,631154,381882,904.0
2021-09-16,1015200,631291,381937,861.0
2021-09-17,1015200,624678,389443,816.0
2021-09-18,1015200,616426,392070,792.0
2021-09-19,1015200,618476,392373,730.0
2021-09-20,976508,600658,373303,2237.0
2021-09-21,1011675,619158,387430,851.0
2021-09-22,1015200,626524,383726,1083.0
2021-09-23,1015200,626890,385085,1047.0
2021-09-24,1015200,627473,385973,937.0
2021-09-25,1015200,627943,386876,836.0
2021-09-26,1015200,623868,390944,627.0
2021-09-27,1015200,629995,382005,867.0
2021-09-28,1015200,633413,379289,903.0
2021-09-29,1015200,630641,381437,882.0
2021-09-30,405298,248529,154980,1162.0
2021-10-01,1011675,629376,380484,970.0
2021-10-02,1015200,627970,386303,843.0
2021-10-03,913435,563151,349437,1889.0
2021-10-04,1015200,627855,382203,815.0
2021-10-05,1015200,628834,380256,897.0
2021-10-06,1015200,629750,380895,869.0
2021-10-07,1015200,629997,381554,990.0
2021-10-08,1015200,633760,378269,973.0
2021-10-09,1015200,628976,385283,837.0
2021-10-10,715788,444767,270406,1956.0
2021-10-11,1011675,628404,379151,957.0
2021-10-12,1015200,631478,380713,934.0
2021-10-13,1015200,630014,381740,944.0
2021-10-14,1015200,629324,382881,968.0
2021-10-15,1015200,628070,383872,968.0
2021-10-16,1015200,622779,391454,738.0
2021-10-17,1015200,624248,389611,749.0
2021-10-18,1015200,629140,381327,883.0
2021-10-19,1015200,631279,380702,929.0
2021-10-20,759411,469215,287533,2829.0
2021-10-21,1011675,623779,385147,969.0
2021-10-22,1015200,623619,389254,924.0
2021-10-23,1015200,617992,396305,741.0
2021-10-24,1015200,618044,396211,688.0
2021-10-25,1015200,616198,398456,737.0
2021-10-26,1015200,623504,386159,917.0
2021-10-27,1015200,627326,384189,794.0
2021-10-28,1015200,624208,389080,738.0
2021-10-29,1015200,622368,389892,894.0
2021-10-30,1015200,621641,392412,732.0
2021-10-31,1015200,616045,398135,623.0
2021-11-01,1015200,621295,389961,815.0
2021-11-02,1015200,623272,389437,980.0
2021-11-03,1015200,623181,388553,927.0
2021-11-04,1004625,616131,384400,911.0
2021-11-05,1011675,620357,388600,916.0
2021-11-06,1015200,612829,401394,832.0
2021-11-07,1015200,613234,400816,723.0
2021-11-08,1015200,618487,393256,799.0
2021-11-09,477832,288444,187692,988.0
2021-11-11,1011675,618102,391523,854.0
2021-11-12,1015200,618549,395006,1022.0
2021-11-13,1015200,615369,399426,731.0
2021-11-14,1015200,612673,402056,735.0
2021-11-15,1015200,620873,391515,984.0
2021-11-16,1015316,617624,395619,915.0
2021-11-17,1015488,614749,398736,902.0
2021-11-18,1015488,615733,397830,892.0
2021-11-19,410998,246265,163837,2170.0
2021-11-21,1011962,611741,399202,658.0
2021-11-22,1015488,620064,393289,816.0
2021-11-23,1015488,615564,397615,971.0
2021-11-24,1015488,613360,401064,792.0
2021-11-25,1015488,614167,397473,894.0
2021-11-26,1015488,612370,401675,903.0
2021-11-27,1015488,607752,406662,658.0
2021-11-28,1015488,606134,407666,669.0
2021-11-29,89168,52676,36334,976.0
2021-12-01,1011962,610002,399667,842.0
2021-12-02,973176,585102,385134,817.0
2021-12-03,1015488,612293,400452,745.0
2021-12-04,1015488,608193,405988,644.0
2021-12-05,1015488,607324,406914,624.0
2021-12-06,1015488,612675,398346,852.0
2021-12-07,1015488,600490,402377,611.0
2021-12-08,1015488,600233,393301,696.0
2021-12-09,1015488,600123,392084,735.0
2021-12-10,1015488,602539,390618,787.0
2021-12-11,1015488,603011,391223,604.0
2021-12-12,1015488,601588,392890,578.0
2021-12-13,1015488,607204,387923,771.0
2021-12-14,1015488,612100,387080,839.0
2021-12-15,1015488,625478,382215,802.0
2021-12-16,1015488,632257,381510,764.0
2021-12-17,1015488,623688,389258,793.0
2021-12-18,1015488,617020,397323,654.0
2021-12-19,1015488,614776,399704,669.0
2021-12-20,1015488,621650,390923,788.0
2021-12-21,1015488,618996,393726,704.0
2021-12-22,1015488,613736,399597,648.0
2021-12-23,1015488,611176,401742,698.0
2021-12-24,1015488,602581,409728,531.0
2021-12-25,1015488,598968,416080,135.0
2021-12-26,1015488,602410,412962,306.0
2021-12-27,1015488,604661,410589,516.0
2021-12-28,1015488,603721,407331,499.0
2021-12-29,1015488,604784,407026,592.0
2021-12-30,1015488,605329,408465,418.0
2021-12-31,1015488,610668,403531,594.0
